text
years ago violent insurrectionists attacked capitol threatened lives elected officials assaulted brave law enforcement officers forget
judges matter shape everyday lives americans preserving freedoms defending liberties judges confirmed administration include record number backgrounds long overlooked advocates civil rights workers rights immigrants rights appointed public defenders sit different circuit courts putting forward men women pursued justice prosecutors
proud secured historic judicial confirmations administration judges independent fair impartialrespecting rule law upholding constitution
th congress convenes today reflecting time senate throwbacks
potus folks means medicares new cap prescription drug costs inflation reduction act goes fully effect game changer
potus continually briefed early morning regarding horrific incident occurred new orleans overnight fbi taking lead investigation investigating incident act terrorism continue receive updates day information share heart goes victims families simply trying celebrate holiday justification violence kind tolerate attack nations communities
happy new year folks
potus happy new year america
potus decades jill honor calling jimmy carter dear friend whats extraordinary jimmy carter millions people america world met thought dear friend
potus today america world lost extraordinary leader statesman humanitarian
getting american people day best job look past year
new small business act hope thats million acts hope american people
jill wish celebrating happy kwanzaaone blessed peace hope light
hanukkah timeless story miracles jill wish loved ones happy hanukkah
merry christmas
jill hold special place hearts brave men women uniform defend nation away families holiday season wishing loved ones safe christmas eve
holiday season jill thinking brave responders frontline workers communities families safe nation stronger
potus commuting sentences individuals federal death row life sentences possibility parole action consistent administrations moratorium federal executions cases involving terrorism hatemotivated mass murder
tax cuts wealthy didnt create opportunities workers families instead factory towns hollowed fewer americans ended better thats fought invest jobs future lower costs raise wages strengthen workers small businesses working families middle class center economic policies
potus public servants approved debt cancellation today workers dedicated lives giving communities finally earning relief entitled law
thanks inflation reduction act historic progress lowering health care costs insulin inhalers ayear cap prescription drugs medicare recipients
potus today building administrations historic climate record setting ambitious new goal cut greenhouse gas emissions united states know
potus today families madison wisconsin grieving loss killed wounded abundant life christian school shocking unconscionable need congress act
social security represents rocksolid promise nearly years guarantee allowed generations american seniors retire dignity peace mind theyve earned proud kept protected strengthened promise entire career
proud work make affordable care act accessible affordable folks phoenixs grandmother deadline enroll coverage january head sign
years ago soul newtown soul connecticut soul nation pierced forever lives stolen sandy hook elementary school owe debt gratitude courageous survivors families responders connecticut officials turned deep grief action years advocacy bipartisan safer communities act possible
took office pandemic raging economy reeling day determined deliver economic relief invest america passed legislation rebuild infrastructure build clean energy economy bring manufacturing united states decades offshoring
years ago proud sign respect marriage act lawrequiring interracial samesex marriages recognized state nation vital step creating nation decency dignity love honored protected
pray god presidentelect throws away project think economic disaster believe way president lead america lead america
watch took big pharma inflation reduction actand won
potus today pardoning people nonviolent crimes demonstrated remorse rehabilitation commuting sentences nearly received lower sentences today america built second chances thats pardons commutations represent
decades trickledown economics written new playbook thats growing economy middle helped create million new jobs achieved historically low unemployment seen record million new business applications
worked tirelessly protect build affordable care act americans signed health care coverage aca marketplace encourage enroll coverage
potus honor lifetime usher new era tribal sovereignty selfdetermination new era grounded dignity respect tribal leader offered partnership thank believing possibilities nations
economy created jobs november unemployment lowest average administration years hardfought recovery making progress working families
national pearl harbor remembrance day remember service members civilians paid ultimate sacrifice country let carry forward mission forging better future humankindone greater dignity opportunity security
taking office helped create million jobsand economy grown presidential term century
potus africas success worlds success united states africas future
potus happy thanksgiving america use moment time busy lives focus matters families friends neighbors fact blessed live america greatest country earth
potus choose environment economy proven
potus today issued official proclamation support conservation nature world fight protect planet fight humanity
potus proud sitting president visit amazon rainforest recommit protecting planet worlds forests powerful solutions fight climate change
potus know thing importance smooth commute comes showing loved ones does camille billion infrastructure law improving commutes america
came office signed bipartisan laws support veterans families caregivers survivors nation truly sacred obligation prepare equip send harms way care families return home
today honor veterans defended fought democracy prove nation meet darkness light matter high cost heavy burden strive worthy sacrifices
potus today honor generations americas veterans patriots stood frontlines freedom kept light liberty shining bright world strive worthy sacrifices
setbacks unavoidable giving unforgivable dad knocked downbut measure character quickly defeat does mean defeated america dreams calling
vice president kamalaharris ran inspiring campaign allowed learned early backbone ramrod great character true character gave heart effort entire team proud
potus america saw today kamala harris know deeply admire shes tremendous partner public servant integrity courage character extraordinary circumstances stepped led historic campaign embodied whats possible guided strong moral compass clear vision nation free opportunities americans selecting kamala decision nominee president best decision story represents best americas story clear today doubt shell continue writing story continue fight purpose determination joy continue champion americans continue leader children look generations come puts stamp americas future
folks youre line vote stay line electing kamalaharris timwalz important mean
encounter issues voting contact voter assistance hotline
polls open folks sit election kamalaharris timwalz ready serve day confirm polling place vote
vote make history electing kamalaharris
tomorrow election day didnt vote early make sure know polling place tomorrow know kamalaharris beat donald trump vote
great day grab meal friend vote
friends polls
voted early hope important election lifetimes know kamalaharris hell job president make plan vote
earlier today referred hateful rhetoric puerto rico spewed trumps supporter madison square garden rally garbagewhich word think demonization latinos unconscionable thats meant comments rally reflect nation
tune vice president kamalaharris delivers closing argument election day asl feed tune
